date,time,air_temp_mean_K,air_p_mean_Pa,,
3/10/2020 17:30,17:30:00,255.918,100334,,-17.232
3/10/2020 18:00,18:00:00,255.2,100381,,-17.95
3/10/2020 18:30,18:30:00,254.012,100429,,-19.138
3/10/2020 19:00,19:00:00,252.253,100472,,-20.897
3/10/2020 19:30,19:30:00,249.79,100528,,-23.36
3/10/2020 20:00,20:00:00,247.588,100569,,-25.562
3/10/2020 20:30,20:30:00,245.823,100616,,-27.327
3/10/2020 21:00,21:00:00,244.096,100661,,-29.054
3/10/2020 21:30,21:30:00,243.365,100706,,-29.785
3/10/2020 22:00,22:00:00,242.227,100748,,-30.923
3/10/2020 22:30,22:30:00,241.439,100769,,-31.711
3/10/2020 23:00,23:00:00,241.026,100807,,-32.124
3/10/2020 23:30,23:30:00,240.825,100864,,-32.325
3/11/2020 0:00,0:00:00,240.538,100913,,-32.612
3/11/2020 0:30,0:30:00,239.59,100958,,-33.56
3/11/2020 1:00,1:00:00,239.067,101002,,-34.083
3/11/2020 1:30,1:30:00,238.814,101030,,-34.336
3/11/2020 2:00,2:00:00,238.906,101067,,-34.244
3/11/2020 2:30,2:30:00,238.515,101108,,-34.635
3/11/2020 3:00,3:00:00,238.044,101146,,-35.106
3/11/2020 3:30,3:30:00,237.739,101193,,-35.411
3/11/2020 4:00,4:00:00,237.118,101222,,-36.032
3/11/2020 4:30,4:30:00,237.143,101268,,-36.007
3/11/2020 5:00,5:00:00,237.126,101327,,-36.024
3/11/2020 5:30,5:30:00,237.218,101372,,-35.932
3/11/2020 6:00,6:00:00,236.895,101404,,-36.255
3/11/2020 6:30,6:30:00,236.826,101425,,-36.324
3/11/2020 7:00,7:00:00,236.709,101456,,-36.441
3/11/2020 7:30,7:30:00,237.016,101491,,-36.134
3/11/2020 8:00,8:00:00,236.785,101532,,-36.365
3/11/2020 8:30,8:30:00,237.502,101563,,-35.648
3/11/2020 9:00,9:00:00,240.38,101594,,-32.77
3/11/2020 9:30,9:30:00,243.136,101625,,-30.014
3/11/2020 10:00,10:00:00,246.322,101655,,-26.828
3/11/2020 10:30,10:30:00,249.219,101715,,-23.931
3/11/2020 11:00,11:00:00,251.55,101779,,-21.6
3/11/2020 11:30,11:30:00,253.094,101810,,-20.056
3/11/2020 12:00,12:00:00,254.027,101827,,-19.123
3/11/2020 12:30,12:30:00,253.999,101842,,-19.151
3/11/2020 13:00,13:00:00,255.671,101863,,-17.479
3/11/2020 13:30,13:30:00,255.582,101877,,-17.568
3/11/2020 14:00,14:00:00,255.455,101882,,-17.695
3/11/2020 14:30,14:30:00,255.575,101891,,-17.575
3/11/2020 15:00,15:00:00,255.221,101900,,-17.929
3/11/2020 15:30,15:30:00,255.232,101907,,-17.918
3/11/2020 16:00,16:00:00,255.273,101926,,-17.877
3/11/2020 16:30,16:30:00,255.774,101950,,-17.376
3/11/2020 17:00,17:00:00,256.467,101972,,-16.683
3/11/2020 17:30,17:30:00,256.66,102010,,-16.49
3/11/2020 18:00,18:00:00,256.054,102043,,-17.096
3/11/2020 18:30,18:30:00,254.715,102050,,-18.435
3/11/2020 19:00,19:00:00,252.959,102082,,-20.191
3/11/2020 19:30,19:30:00,250.962,102130,,-22.188
3/11/2020 20:00,20:00:00,248.826,102152,,-24.324
3/11/2020 20:30,20:30:00,248.28,102194,,-24.87
3/11/2020 21:00,21:00:00,248.308,102237,,-24.842
3/11/2020 21:30,21:30:00,247.654,102271,,-25.496
3/11/2020 22:00,22:00:00,247.212,102294,,-25.938
3/11/2020 22:30,22:30:00,247.933,102327,,-25.217
3/11/2020 23:00,23:00:00,249.094,102361,,-24.056
3/11/2020 23:30,23:30:00,249.549,102384,,-23.601
3/12/2020 0:00,0:00:00,249.885,102408,,-23.265
3/12/2020 0:30,0:30:00,249.699,102458,,-23.451
3/12/2020 1:00,1:00:00,248.409,102532,,-24.741
3/12/2020 1:30,1:30:00,248.28,102580,,-24.87
3/12/2020 2:00,2:00:00,247.275,102608,,-25.875
3/12/2020 2:30,2:30:00,245.904,102657,,-27.246
3/12/2020 3:00,3:00:00,245.172,102677,,-27.978
3/12/2020 3:30,3:30:00,245.485,102734,,-27.665
3/12/2020 4:00,4:00:00,245.341,102762,,-27.809
3/12/2020 4:30,4:30:00,244.84,102794,,-28.31
3/12/2020 5:00,5:00:00,243.616,102822,,-29.534
3/12/2020 5:30,5:30:00,242.886,102867,,-30.264
3/12/2020 6:00,6:00:00,242.054,102914,,-31.096
3/12/2020 6:30,6:30:00,241.31,102939,,-31.84
3/12/2020 7:00,7:00:00,241.291,102934,,-31.859
3/12/2020 7:30,7:30:00,241.679,102933,,-31.471
3/12/2020 8:00,8:00:00,242.694,102984,,-30.456
3/12/2020 8:30,8:30:00,243.357,103011,,-29.793
3/12/2020 9:00,9:00:00,244.736,103012,,-28.414
3/12/2020 9:30,9:30:00,246.765,103044,,-26.385
3/12/2020 10:00,10:00:00,248.46,103042,,-24.69
3/12/2020 10:30,10:30:00,251.046,103058,,-22.104
3/12/2020 11:00,11:00:00,254.489,103064,,-18.661
3/12/2020 11:30,11:30:00,254.984,103098,,-18.166
3/12/2020 12:00,12:00:00,257.035,103123,,-16.115
3/12/2020 12:30,12:30:00,258.508,103137,,-14.642
3/12/2020 13:00,13:00:00,259.367,103111,,-13.783
3/12/2020 13:30,13:30:00,259.725,103112,,-13.425
3/12/2020 14:00,14:00:00,260.255,103089,,-12.895
3/12/2020 14:30,14:30:00,260.239,103077,,-12.911
3/12/2020 15:00,15:00:00,260.373,103077,,-12.777
3/12/2020 15:30,15:30:00,260.454,103041,,-12.696
3/12/2020 16:00,16:00:00,260.36,103004,,-12.79
3/12/2020 16:30,16:30:00,260.505,103001,,-12.645
3/12/2020 17:00,17:00:00,260.937,102997,,-12.213
3/12/2020 17:30,17:30:00,261.176,102970,,-11.974
3/12/2020 18:00,18:00:00,260.789,102954,,-12.361
3/12/2020 18:30,18:30:00,259.808,102936,,-13.342
3/12/2020 19:00,19:00:00,258.339,102921,,-14.811
3/12/2020 19:30,19:30:00,256.686,102923,,-16.464
3/12/2020 20:00,20:00:00,255.156,102925,,-17.994
3/12/2020 20:30,20:30:00,254.591,102891,,-18.559
3/12/2020 21:00,21:00:00,253.951,102863,,-19.199
3/12/2020 21:30,21:30:00,253.68,102911,,-19.47
3/12/2020 22:00,22:00:00,255.04,102927,,-18.11
3/12/2020 22:30,22:30:00,255.179,102881,,-17.971
3/12/2020 23:00,23:00:00,254.736,102871,,-18.414
3/12/2020 23:30,23:30:00,253.699,102885,,-19.451
3/13/2020 0:00,0:00:00,253.675,102859,,-19.475
3/13/2020 0:30,0:30:00,253.964,102851,,-19.186
3/13/2020 1:00,1:00:00,253.463,102844,,-19.687
3/13/2020 1:30,1:30:00,253.405,102820,,-19.745
3/13/2020 2:00,2:00:00,253.641,102792,,-19.509
3/13/2020 2:30,2:30:00,254.262,102795,,-18.888
3/13/2020 3:00,3:00:00,254.581,102738,,-18.569
3/13/2020 3:30,3:30:00,255.243,102692,,-17.907
3/13/2020 4:00,4:00:00,255.919,102613,,-17.231
3/13/2020 4:30,4:30:00,256.369,102613,,-16.781
3/13/2020 5:00,5:00:00,256.998,102586,,-16.152
3/13/2020 5:30,5:30:00,257.478,102553,,-15.672
3/13/2020 6:00,6:00:00,257.455,102557,,-15.695
3/13/2020 6:30,6:30:00,257.314,102548,,-15.836
3/13/2020 7:00,7:00:00,257.296,102570,,-15.854
3/13/2020 7:30,7:30:00,256.243,102527,,-16.907
3/13/2020 8:00,8:00:00,255.523,102519,,-17.627
3/13/2020 8:30,8:30:00,254.831,102553,,-18.319
3/13/2020 9:00,9:00:00,255.199,102561,,-17.951
3/13/2020 9:30,9:30:00,256.294,102539,,-16.856
3/13/2020 10:00,10:00:00,257.883,102553,,-15.267
3/13/2020 10:30,10:30:00,260.161,102581,,-12.989
3/13/2020 11:00,11:00:00,262.515,102535,,-10.635
3/13/2020 11:30,11:30:00,264.452,102498,,-8.698
3/13/2020 12:00,12:00:00,265.362,102467,,-7.788
3/13/2020 12:30,12:30:00,265.875,102430,,-7.275
3/13/2020 13:00,13:00:00,267.015,102407,,-6.135
3/13/2020 13:30,13:30:00,267.136,102364,,-6.014
3/13/2020 14:00,14:00:00,268.288,102322,,-4.862
3/13/2020 14:30,14:30:00,269.151,102281,,-3.999
3/13/2020 15:00,15:00:00,269.734,102274,,-3.416
3/13/2020 15:30,15:30:00,269.959,102298,,-3.191
3/13/2020 16:00,16:00:00,270.594,102279,,-2.556
3/13/2020 16:30,16:30:00,270.99,102255,,-2.16
3/13/2020 17:00,17:00:00,270.513,102239,,-2.637
3/13/2020 17:30,17:30:00,269.715,102264,,-3.435
3/13/2020 18:00,18:00:00,269.083,102270,,-4.067
3/13/2020 18:30,18:30:00,265.367,102255,,-7.783
3/13/2020 19:00,19:00:00,261.747,102227,,-11.403
3/13/2020 19:30,19:30:00,259.295,102212,,-13.855
3/13/2020 20:00,20:00:00,257.524,102175,,-15.626
3/13/2020 20:30,20:30:00,256.384,102173,,-16.766
3/13/2020 21:00,21:00:00,255.708,102178,,-17.442
3/13/2020 21:30,21:30:00,256.485,102154,,-16.665
3/13/2020 22:00,22:00:00,256.337,102090,,-16.813
3/13/2020 22:30,22:30:00,255.485,102054,,-17.665
3/13/2020 23:00,23:00:00,254.689,102026,,-18.461
3/13/2020 23:30,23:30:00,254.299,102022,,-18.851
3/14/2020 0:00,0:00:00,255.055,102016,,-18.095
3/14/2020 0:30,0:30:00,254.831,102031,,-18.319
3/14/2020 1:00,1:00:00,254.592,102013,,-18.558
3/14/2020 1:30,1:30:00,254.612,102028,,-18.538
3/14/2020 2:00,2:00:00,254.101,102030,,-19.049
3/14/2020 2:30,2:30:00,253.911,102033,,-19.239
3/14/2020 3:00,3:00:00,254.166,102023,,-18.984
3/14/2020 3:30,3:30:00,254.249,102008,,-18.901
3/14/2020 4:00,4:00:00,254.212,101994,,-18.938
3/14/2020 4:30,4:30:00,253.946,102007,,-19.204
3/14/2020 5:00,5:00:00,253.343,102026,,-19.807
3/14/2020 5:30,5:30:00,253.102,102026,,-20.048
3/14/2020 6:00,6:00:00,253.318,101996,,-19.832
3/14/2020 6:30,6:30:00,254.238,102002,,-18.912
3/14/2020 7:00,7:00:00,254.428,102024,,-18.722
3/14/2020 7:30,7:30:00,256.3,102031,,-16.85
3/14/2020 8:00,8:00:00,258.383,102045,,-14.767
3/14/2020 8:30,8:30:00,259.67,102051,,-13.48
3/14/2020 9:00,9:00:00,260.833,102066,,-12.317
3/14/2020 9:30,9:30:00,261.966,102097,,-11.184
3/14/2020 10:00,10:00:00,262.559,102068,,-10.591
3/14/2020 10:30,10:30:00,263.697,102054,,-9.453
3/14/2020 11:00,11:00:00,264.672,102035,,-8.478
3/14/2020 11:30,11:30:00,265.233,102046,,-7.917
3/14/2020 12:00,12:00:00,265.602,102045,,-7.548
3/14/2020 12:30,12:30:00,266.598,102036,,-6.552
3/14/2020 13:00,13:00:00,267.518,102049,,-5.632
3/14/2020 13:30,13:30:00,267.911,102029,,-5.239
3/14/2020 14:00,14:00:00,268.279,102039,,-4.871
3/14/2020 14:30,14:30:00,268.526,102045,,-4.624
3/14/2020 15:00,15:00:00,268.786,102038,,-4.364
3/14/2020 15:30,15:30:00,269.131,102020,,-4.019
3/14/2020 16:00,16:00:00,269.377,101995,,-3.773
3/14/2020 16:30,16:30:00,269.252,101981,,-3.898
3/14/2020 17:00,17:00:00,269.544,101999,,-3.606
3/14/2020 17:30,17:30:00,269.586,101990,,-3.564
3/14/2020 18:00,18:00:00,269.59,101982,,-3.56
3/14/2020 18:30,18:30:00,269.577,101963,,-3.573
3/14/2020 19:00,19:00:00,269.117,101957,,-4.033
3/14/2020 19:30,19:30:00,268.621,101974,,-4.529
3/14/2020 20:00,20:00:00,268.499,101983,,-4.651
3/14/2020 20:30,20:30:00,268.225,101967,,-4.925
3/14/2020 21:00,21:00:00,267.902,101976,,-5.248
3/14/2020 21:30,21:30:00,267.534,101972,,-5.616
3/14/2020 22:00,22:00:00,267.367,101957,,-5.783
3/14/2020 22:30,22:30:00,267.209,101932,,-5.941
3/14/2020 23:00,23:00:00,267.121,101913,,-6.029
3/14/2020 23:30,23:30:00,267.077,101905,,-6.073
3/15/2020 0:00,0:00:00,267.034,101894,,-6.116
3/15/2020 0:30,0:30:00,267.13,101893,,-6.02
3/15/2020 1:00,1:00:00,267.259,101882,,-5.891
3/15/2020 1:30,1:30:00,267.196,101869,,-5.954
3/15/2020 2:00,2:00:00,266.933,101839,,-6.217
3/15/2020 2:30,2:30:00,266.811,101801,,-6.339
3/15/2020 3:00,3:00:00,267.011,101785,,-6.139
3/15/2020 3:30,3:30:00,266.987,101776,,-6.163
3/15/2020 4:00,4:00:00,267.074,101758,,-6.076
3/15/2020 4:30,4:30:00,267.084,101731,,-6.066
3/15/2020 5:00,5:00:00,267.025,101699,,-6.125
3/15/2020 5:30,5:30:00,267.359,101671,,-5.791
3/15/2020 6:00,6:00:00,267.326,101656,,-5.824
3/15/2020 6:30,6:30:00,267.045,101654,,-6.105
3/15/2020 7:00,7:00:00,267.282,101621,,-5.868
3/15/2020 7:30,7:30:00,267.129,101608,,-6.021
3/15/2020 8:00,8:00:00,267.158,101578,,-5.992
3/15/2020 8:30,8:30:00,267.573,101536,,-5.577
3/15/2020 9:00,9:00:00,268.231,101515,,-4.919
3/15/2020 9:30,9:30:00,268.963,101506,,-4.187
3/15/2020 10:00,10:00:00,269.279,101484,,-3.871
3/15/2020 10:30,10:30:00,270.009,101453,,-3.141
3/15/2020 11:00,11:00:00,270.834,101436,,-2.316
3/15/2020 11:30,11:30:00,270.857,101431,,-2.293
3/15/2020 12:00,12:00:00,271.72,101407,,-1.43
3/15/2020 12:30,12:30:00,272.033,101382,,-1.117
3/15/2020 13:00,13:00:00,273.075,101317,,-0.075
3/15/2020 13:30,13:30:00,274.499,101267,,1.349
3/15/2020 14:00,14:00:00,274.154,101251,,1.004
3/15/2020 14:30,14:30:00,273.487,101219,,0.337
3/15/2020 15:00,15:00:00,273.683,101197,,0.533
3/15/2020 15:30,15:30:00,273.735,101180,,0.585
3/15/2020 16:00,16:00:00,273.17,101150,,0.02
3/15/2020 16:30,16:30:00,272.808,101153,,-0.342
3/15/2020 17:00,17:00:00,272.355,101127,,-0.795
3/15/2020 17:30,17:30:00,271.888,101121,,-1.262
3/15/2020 18:00,18:00:00,271.567,101106,,-1.583
3/15/2020 18:30,18:30:00,271.314,101092,,-1.836
3/15/2020 19:00,19:00:00,269.937,101094,,-3.213
3/15/2020 19:30,19:30:00,269.205,101095,,-3.945
3/15/2020 20:00,20:00:00,268.544,101074,,-4.606
3/15/2020 20:30,20:30:00,268.872,101071,,-4.278
3/15/2020 21:00,21:00:00,268.427,101080,,-4.723
3/15/2020 21:30,21:30:00,268.165,101085,,-4.985
3/15/2020 22:00,22:00:00,268.049,101086,,-5.101
3/15/2020 22:30,22:30:00,268.519,101087,,-4.631
3/15/2020 23:00,23:00:00,269.555,101080,,-3.595
3/15/2020 23:30,23:30:00,269.165,101058,,-3.985
3/16/2020 0:00,0:00:00,268.733,101073,,-4.417
3/16/2020 0:30,0:30:00,268.72,101107,,-4.43
3/16/2020 1:00,1:00:00,268.819,101106,,-4.331
3/16/2020 1:30,1:30:00,268.506,101110,,-4.644
3/16/2020 2:00,2:00:00,268.569,101119,,-4.581
3/16/2020 2:30,2:30:00,268.762,101128,,-4.388
3/16/2020 3:00,3:00:00,268.519,101125,,-4.631
3/16/2020 3:30,3:30:00,268.611,101136,,-4.539
3/16/2020 4:00,4:00:00,268.408,101168,,-4.742
3/16/2020 4:30,4:30:00,268.352,101203,,-4.798
3/16/2020 5:00,5:00:00,268.58,101221,,-4.57
3/16/2020 5:30,5:30:00,269.182,101240,,-3.968
3/16/2020 6:00,6:00:00,269.456,101241,,-3.694
3/16/2020 6:30,6:30:00,269.584,101228,,-3.566
3/16/2020 7:00,7:00:00,269.289,101238,,-3.861
3/16/2020 7:30,7:30:00,268.867,101267,,-4.283
3/16/2020 8:00,8:00:00,269.253,101292,,-3.897
3/16/2020 8:30,8:30:00,269.538,101321,,-3.612
3/16/2020 9:00,9:00:00,269.658,101322,,-3.492
3/16/2020 9:30,9:30:00,270.183,101333,,-2.967
3/16/2020 10:00,10:00:00,270.235,101338,,-2.915
3/16/2020 10:30,10:30:00,270.427,101348,,-2.723
3/16/2020 11:00,11:00:00,270.704,101354,,-2.446
3/16/2020 11:30,11:30:00,271.2,101355,,-1.95
3/16/2020 12:00,12:00:00,271.957,101359,,-1.193
3/16/2020 12:30,12:30:00,271.768,101352,,-1.382
3/16/2020 13:00,13:00:00,271.955,101340,,-1.195
3/16/2020 13:30,13:30:00,272.122,101344,,-1.028
3/16/2020 14:00,14:00:00,272.327,101339,,-0.823
3/16/2020 14:30,14:30:00,272.369,101333,,-0.781
3/16/2020 15:00,15:00:00,272.487,101330,,-0.663
3/16/2020 15:30,15:30:00,273.05,101291,,-0.1
3/16/2020 16:00,16:00:00,273.171,101267,,0.021
3/16/2020 16:30,16:30:00,273.121,101267,,-0.029
3/16/2020 17:00,17:00:00,272.923,101247,,-0.227
3/16/2020 17:30,17:30:00,272.821,101254,,-0.329
3/16/2020 18:00,18:00:00,272.636,101218,,-0.514
3/16/2020 18:30,18:30:00,272.749,101180,,-0.401
3/16/2020 19:00,19:00:00,272.423,101172,,-0.727
3/16/2020 19:30,19:30:00,272.039,101165,,-1.111
3/16/2020 20:00,20:00:00,271.699,101121,,-1.451
3/16/2020 20:30,20:30:00,271.345,101116,,-1.805
3/16/2020 21:00,21:00:00,269.631,101108,,-3.519
3/16/2020 21:30,21:30:00,269.18,101099,,-3.97
3/16/2020 22:00,22:00:00,268.73,101073,,-4.42
3/16/2020 22:30,22:30:00,267.442,101066,,-5.708
3/16/2020 23:00,23:00:00,266.8,101040,,-6.35
3/16/2020 23:30,23:30:00,264.915,101013,,-8.235
3/17/2020 0:00,0:00:00,263.089,100998,,-10.061
3/17/2020 0:30,0:30:00,261.559,100984,,-11.591
3/17/2020 1:00,1:00:00,260.57,100938,,-12.58
3/17/2020 1:30,1:30:00,260.122,100894,,-13.028
3/17/2020 2:00,2:00:00,260.387,100850,,-12.763
3/17/2020 2:30,2:30:00,260.533,100801,,-12.617
3/17/2020 3:00,3:00:00,259.728,100757,,-13.422
3/17/2020 3:30,3:30:00,258.355,100708,,-14.795
3/17/2020 4:00,4:00:00,258.788,100653,,-14.362
3/17/2020 4:30,4:30:00,259.663,100613,,-13.487
3/17/2020 5:00,5:00:00,259.191,100558,,-13.959
3/17/2020 5:30,5:30:00,258.187,100513,,-14.963
3/17/2020 6:00,6:00:00,258.223,100458,,-14.927
3/17/2020 6:30,6:30:00,257.366,100430,,-15.784
3/17/2020 7:00,7:00:00,256.58,100418,,-16.57
3/17/2020 7:30,7:30:00,256.63,100381,,-16.52
3/17/2020 8:00,8:00:00,256.957,100344,,-16.193
3/17/2020 8:30,8:30:00,259.963,100256,,-13.187
3/17/2020 9:00,9:00:00,261.886,100198,,-11.264
3/17/2020 9:30,9:30:00,262.981,100130,,-10.169
3/17/2020 10:00,10:00:00,264.373,100063,,-8.777
3/17/2020 10:30,10:30:00,266.029,100032,,-7.121
3/17/2020 11:00,11:00:00,268.214,99977.9,,-4.936
3/17/2020 11:30,11:30:00,269.636,99923.1,,-3.514
3/17/2020 12:00,12:00:00,271.933,99860.9,,-1.217
3/18/2020 0:00,,271.46,99658.8,,-1.69
3/18/2020 0:30,,271.076,99686.1,,-2.074
3/18/2020 1:00,,271.122,99710.7,,-2.028
3/18/2020 1:30,,271.08,99736.3,,-2.07
3/18/2020 2:00,,271.115,99779.7,,-2.035
3/18/2020 2:30,,271.159,99809,,-1.991
3/18/2020 3:00,,271.307,99834.6,,-1.843
3/18/2020 3:30,,271.26,99890.1,,-1.89
3/18/2020 4:00,,271.367,99940.5,,-1.783
3/18/2020 4:30,,271.461,99986,,-1.689
3/18/2020 5:00,,271.296,100022,,-1.854
3/18/2020 5:30,,271.1,100037,,-2.05
3/18/2020 6:00,,271.128,100070,,-2.022
3/18/2020 6:30,,271.19,100115,,-1.96
3/18/2020 7:00,,271.045,100156,,-2.105
3/18/2020 7:30,,270.869,100194,,-2.281
3/18/2020 8:00,,270.934,100238,,-2.216
3/18/2020 8:30,,271.149,100272,,-2.001
3/18/2020 9:00,,271.687,100279,,-1.463
3/18/2020 9:30,,272.273,100320,,-0.877
3/18/2020 10:00,,272.977,100371,,-0.173
3/18/2020 10:30,,273.425,100416,,0.275
3/18/2020 11:00,,273.738,100457,,0.588
3/18/2020 11:30,,274.014,100486,,0.864
3/18/2020 12:00,,273.956,100531,,0.806
3/18/2020 12:30,,274.048,100575,,0.898
3/18/2020 13:00,,274.342,100616,,1.192
3/18/2020 13:30,,274.471,100645,,1.321
3/18/2020 14:00,,274.672,100666,,1.522
3/18/2020 14:30,,274.394,100703,,1.244
3/18/2020 15:00,,274.322,100708,,1.172
3/18/2020 15:30,,274.308,100720,,1.158
3/18/2020 16:00,,274.009,100718,,0.859
3/18/2020 16:30,,274.163,100751,,1.013
3/18/2020 17:00,,273.916,100779,,0.766
3/18/2020 17:30,,273.698,100787,,0.548
3/18/2020 18:00,,273.462,100793,,0.312
3/18/2020 18:30,,273.404,100809,,0.254
3/18/2020 19:00,,272.724,100786,,-0.426
3/18/2020 19:30,,271.126,100806,,-2.024
3/18/2020 20:00,,269.631,100800,,-3.519
3/18/2020 20:30,,268.54,100801,,-4.61
3/18/2020 21:00,,268.134,100785,,-5.016
3/18/2020 21:30,,267.613,100756,,-5.537
3/18/2020 22:00,,267.046,100738,,-6.104
3/18/2020 22:30,,265.593,100711,,-7.557
3/18/2020 23:00,,265.128,100680,,-8.022
3/18/2020 23:30,,265.303,100636,,-7.847
3/20/2020 0:00,,272.931,100102,,-0.219
3/20/2020 0:30,,273.001,100133,,-0.149
3/20/2020 1:00,,273.148,100154,,-0.002
3/20/2020 1:30,,273.303,100178,,0.153
3/20/2020 2:00,,273.271,100195,,0.121
3/20/2020 2:30,,273.044,100219,,-0.106
3/20/2020 3:00,,273.201,100256,,0.051
3/20/2020 3:30,,272.659,100276,,-0.491
3/20/2020 4:00,,272.656,100290,,-0.494
3/20/2020 4:30,,272.533,100306,,-0.617
3/20/2020 5:00,,272.534,100329,,-0.616
3/20/2020 5:30,,272.564,100373,,-0.586
3/20/2020 6:00,,272.534,100420,,-0.616
3/20/2020 6:30,,272.618,100449,,-0.532
3/20/2020 7:00,,272.872,100473,,-0.278
3/20/2020 7:30,,272.772,100499,,-0.378
3/20/2020 8:00,,272.978,100514,,-0.172
3/20/2020 8:30,,273.272,100539,,0.122
3/20/2020 9:00,,273.293,100568,,0.143
3/20/2020 9:30,,273.347,100605,,0.197
3/20/2020 10:00,,273.473,100661,,0.323
3/20/2020 10:30,,273.699,100704,,0.549
3/20/2020 11:00,,274.035,100738,,0.885
3/20/2020 11:30,,273.929,100792,,0.779
3/20/2020 12:00,,273.356,100834,,0.206
3/20/2020 12:30,,273.834,100855,,0.684
3/20/2020 13:00,,274.664,100877,,1.514
3/20/2020 13:30,,274.713,100896,,1.563
3/20/2020 14:00,,274.739,100893,,1.589
3/20/2020 14:30,,274.836,100882,,1.686
3/20/2020 15:00,,274.923,100878,,1.773
3/20/2020 15:30,,275.002,100884,,1.852
3/20/2020 16:00,,274.802,100899,,1.652
3/20/2020 16:30,,274.541,100912,,1.391
3/20/2020 17:00,,275.539,100912,,2.389
3/20/2020 17:30,,274.884,100916,,1.734
3/20/2020 18:00,,274.538,100924,,1.388
3/20/2020 18:30,,274.265,100903,,1.115
3/20/2020 19:00,,274.44,100915,,1.29
3/20/2020 19:30,,274.402,100914,,1.252
3/20/2020 20:00,,274.23,100911,,1.08
3/20/2020 20:30,,274.21,100918,,1.06
3/20/2020 21:00,,274.196,100898,,1.046
3/20/2020 21:30,,274.225,100896,,1.075
3/20/2020 22:00,,274.125,100880,,0.975
3/20/2020 22:30,,273.713,100859,,0.563
3/20/2020 23:00,,273.451,100836,,0.301
3/20/2020 23:30,,272.742,100793,,-0.408
4/13/2020 0:00,,276.351,99641.7,,3.201
4/13/2020 0:30,,275.525,99644.6,,2.375
4/13/2020 1:00,,274.575,99651.1,,1.425
4/13/2020 1:30,,274.267,99670.1,,1.117
4/13/2020 2:00,,274.744,99684.4,,1.594
4/13/2020 2:30,,274.681,99671.6,,1.531
4/13/2020 3:00,,274.438,99677.4,,1.288
4/13/2020 3:30,,274.27,99680.6,,1.12
4/13/2020 4:00,,273.875,99706.8,,0.725
4/13/2020 4:30,,273.65,99729.8,,0.5
4/13/2020 5:00,,273.632,99746.8,,0.482
4/13/2020 5:30,,273.625,99779.7,,0.475
4/13/2020 6:00,,273.576,99794.2,,0.426
4/13/2020 6:30,,273.672,99806.3,,0.522
4/13/2020 7:00,,273.632,99810.5,,0.482
4/13/2020 7:30,,273.917,99840.1,,0.767
4/13/2020 8:00,,274.104,99860.9,,0.954
4/13/2020 8:30,,274.11,99874.6,,0.96
4/13/2020 9:00,,274.409,99888.2,,1.259
4/13/2020 9:30,,274.814,99905,,1.664
4/13/2020 10:00,,275.088,99935.4,,1.938
4/13/2020 10:30,,275.338,99982.2,,2.188
4/13/2020 11:00,,274.872,100025,,1.722
4/13/2020 11:30,,274.681,100054,,1.531
4/13/2020 12:00,,274.54,100096,,1.39
4/13/2020 12:30,,275.691,100140,,2.541
4/13/2020 13:00,,276.395,100166,,3.245
4/13/2020 13:30,,276.94,100189,,3.79
4/13/2020 14:00,,277.269,100228,,4.119
4/13/2020 14:30,,277.412,100266,,4.262
4/13/2020 15:00,,277.057,100314,,3.907
4/13/2020 15:30,,276.999,100379,,3.849
4/13/2020 16:00,,277.194,100432,,4.044
4/13/2020 16:30,,277.067,100478,,3.917
4/13/2020 17:00,,276.746,100523,,3.596
4/13/2020 17:30,,276.322,100558,,3.172
4/13/2020 18:00,,276.51,100593,,3.36
4/13/2020 18:30,,275.716,100632,,2.566
4/13/2020 19:00,,276.333,100656,,3.183
4/13/2020 19:30,,276.585,100692,,3.435
4/13/2020 20:00,,275.803,100727,,2.653
4/13/2020 20:30,,273.812,100761,,0.662
4/13/2020 21:00,,272.017,100789,,-1.133
4/13/2020 21:30,,271.122,100813,,-2.028
4/13/2020 22:00,,270.91,100834,,-2.24
4/13/2020 22:30,,270.17,100846,,-2.98
4/13/2020 23:00,,269.353,100854,,-3.797
4/13/2020 23:30,,268.681,100876,,-4.469
4/14/2020 0:00,,268.366,100891,,-4.784
4/14/2020 0:30,,268.62,100885,,-4.53
4/14/2020 1:00,,268.213,100869,,-4.937
4/14/2020 1:30,,268.079,100858,,-5.071
4/14/2020 2:00,,266.953,100893,,-6.197
4/14/2020 2:30,,266.298,100932,,-6.852
4/14/2020 3:00,,265.393,100963,,-7.757
4/14/2020 3:30,,264.761,100971,,-8.389
4/14/2020 4:00,,265.276,100931,,-7.874
4/14/2020 4:30,,265.649,100918,,-7.501
4/14/2020 5:00,,265.439,100895,,-7.711
4/14/2020 5:30,,265.226,100889,,-7.924
4/14/2020 6:00,,265.679,100871,,-7.471
4/14/2020 6:30,,266.638,100880,,-6.512
4/14/2020 7:00,,267.868,100887,,-5.282
4/14/2020 7:30,,269.435,100878,,-3.715
4/14/2020 8:00,,271.014,100842,,-2.136
4/14/2020 8:30,,273.259,100835,,0.109
4/14/2020 9:00,,276.327,100777,,3.177
4/14/2020 9:30,,278.117,100770,,4.967
4/14/2020 10:00,,279.248,100763,,6.098
4/14/2020 10:30,,279.838,100768,,6.688
4/14/2020 11:00,,280.456,100729,,7.306
4/14/2020 11:30,,280.996,100697,,7.846
4/14/2020 12:00,,281.802,100689,,8.652
